OrderID,ProductID,Quantity,CustomerID,OrderDate,EmployeeID
87e6bbea-0580-4774-be7c-cc956693c392,878131ee-6e82-423d-8fc1-3e736366d86c,3,737451fa-da78-4d20-9518-dbcaf8037e48,2024-03-02,4f195d23-1609-449f-80b7-4cd37dabe0b3
3bc706ce-61d5-420c-96f9-7aa6d5e0e4e1,ae274585-5f16-469b-9ab5-abd1f8ff5b53,9,ca77d73e-d14c-422e-ab85-04da146cb913,2024-04-28,5583eacb-f40e-4421-8b17-c492394c4635
c4e38c6a-da34-4ec7-b946-25d1897b2439,756893ba-04bf-4642-8e44-fd525336719f,5,a3202938-912b-4d12-8b54-a5febc8e3c80,2024-05-28,7473d288-3b76-4741-abb9-f4f42e9b5376
888f8916-15ef-40e8-afd4-f22a0a4125c1,6172ccb2-cf07-4d3b-afdd-e0dd008e9c5a,7,d51c240e-77ba-4be7-94b0-4962359129c6,2024-04-11,1e09f5e1-b8d9-4b86-989c-cab380d586dc
668c671c-93a7-4fb0-a415-8a81106dfe61,e80bada7-5412-45d0-b79d-39ca097cdb7c,1,fa5c204f-591a-43c4-be17-905fe94218e3,2024-01-15,0157c83f-4461-45a1-8521-9ca974deb8f2
5e51b148-67bb-48d7-9d85-8035caf072e9,fade8886-9e31-48ff-8ebd-8dc84292c56f,1,0cc75b63-8c27-49b2-83cc-bbf86d85784e,2024-03-27,13a3b91f-352d-4493-ac59-ffcb3c64e79a
a444f824-435a-4a57-a82a-5222655aaa63,f6df8663-b356-482a-939a-ec6c2f953db0,10,dc5be685-a0eb-4ec2-b407-f3b731cc9dd6,2024-03-13,e6dd0a00-d73a-4b76-8842-c43d2d8a1da5
8e922e72-93f9-4a3f-8560-45b5cf76385d,df252460-91b2-42ad-9589-3f812f5dc42e,7,2c9cd0fc-5637-4b08-b92b-f3160f24f4ae,2024-06-03,c055a677-ba82-42b5-a66f-7ec4862ec248
30cf519a-bf32-4177-83fa-2355ce48eb06,ff1a146b-7a5f-49d9-825a-ca6563c22741,6,fb5b78c2-8c54-4745-862f-8ec150484683,2024-07-23,f35ab07d-4fea-4b79-8b16-1928e0dbd5ce
4b6b1f34-7e8e-4f2e-8006-0d333dc12957,da6ed153-4e14-440d-aac5-5eecda6a40d4,7,36ff5dcf-3ad7-4ef2-bd57-efa4b8e186d5,2024-05-25,f4500290-f6fd-4846-8437-8c3bd017f108
28a69b95-4bb3-4599-8d4b-f5fe44f4ef4c,22d723c0-af0f-4a12-986b-16943401eebc,1,2ecacae4-3441-4795-aaf5-a71b6a29cd13,2024-02-16,499f4719-5a67-4811-9302-c22e5420f1cb
5d9ee0f5-d1f4-4487-b8a8-c61490f17a7f,a7afb23f-1510-406d-afc3-33afbacb69e5,9,188bdadd-4cc0-4cb5-bae2-ca83cf555638,2024-07-15,a47269fc-c95a-440a-9065-ae832e24bdd4
eba83916-de42-4b47-9f2c-ffc0739cf50a,195dd496-3fc1-4c62-ac65-49098db55bc3,2,ac1aed1e-e0a8-4612-8988-f4ac320ac765,2024-01-23,8283cf60-3230-4624-8768-e5e726684b31
c2887844-99eb-426c-a3a9-c0d4691e5acc,d46efc8b-4683-43bd-a9cc-6ddf4388a3ed,7,d24020cf-320e-401b-8356-86ad77b72be2,2024-01-15,a05b9d61-cbbe-40c9-805b-c1d4bb3df159
e3f1a617-904e-41c2-9947-2b1c4542da0a,559a2510-bf11-465d-80f3-5f1de928cb47,2,01e8864a-c85b-47b8-9563-a290b92283ab,2024-01-25,c884c754-2a92-41d9-80a0-f56f2e1d726a
0d05bde1-56cb-4bcc-ad46-a41593360d9d,555e08d4-6136-4d61-be36-22ce0935607a,5,e48ed420-a702-47d4-a8e2-ae62436a6e74,2024-06-10,30d45b34-6eeb-4964-beec-346e5bdccd19
581d5324-f6c1-4f2c-bc95-3522e40bb2d8,f18b27d0-2474-43b6-9a4b-6dfbad20fdda,7,77ec4695-e9e7-48d2-ad2e-cc7ac4f6935a,2024-02-12,1374a259-457c-497a-ad48-a309e0cea762
623f95c8-d53b-49ac-ac2e-3ca56783adf6,f7f0ed6d-876c-4387-81bb-96f4c5efad69,10,4a3dab3e-f76b-4d6b-b276-4ca1b633b617,2024-01-03,0c7c8497-624b-4cf8-861e-7c552ea83721
5612dedf-20ad-4476-989a-da821b6c1c6f,095b15d9-5728-48dd-9706-23ddbdbf9340,1,b2a9fed3-5b4e-403e-95e7-88a4aa21f8b8,2024-06-14,1a03792e-4f44-4050-b86d-c92e8f09c904
9843eb5c-7a1e-4f44-b5b1-2bfe6e55366f,e4de3d1f-202a-4e70-9226-dd8f691c0157,6,91c10c5f-99a8-4bbd-b9f6-d14857e30549,2024-04-10,d41bcb6a-0c1f-4484-bddd-671cd2aca642
36940e1e-5795-478f-934d-6a8ae7e67b45,66754d72-3fc9-4bfb-9ff1-2dd702dcc96d,1,ee136d7e-f559-43fc-9e75-ed10c7a1118f,2024-06-06,367c99d9-4cbb-41a0-b349-de2fa714be47
3d5dd68c-884d-4bb6-bbc2-a1547661474f,34d6f95c-af2b-474e-95eb-bef3e2b0004f,9,e408a4d9-5818-405d-be4f-55ed780932f3,2024-01-17,5ef4cdb1-b65d-4182-b1ee-6ffb2f9fa7b7
fedff670-87e2-443a-9f4a-665e4d7495e7,6de734b4-d286-4c53-a0b1-eed65377ed6d,8,4fd05e18-c1fb-4a6b-ab7b-35b42d7a710b,2024-03-03,3dec4960-0cf8-442a-9dc9-a9cae68efb4d
3699f58d-bf11-4968-96a6-866b9714fd20,6516a551-18be-4700-8053-09bfb9f02365,5,37ddff23-8fb6-42d6-97c1-bb4150f2b57e,2024-01-10,846f3622-8619-43e4-8318-206486b3630e
f96abe98-17d0-4251-bcb9-71cd9fccacb5,65cc9a9f-178e-486c-abf3-ad112eec668a,1,ca322062-4654-424e-b102-c6fb7181403d,2024-03-10,510b86f4-fd66-4a6c-86a2-63cb98a8fcb7
640cb902-721d-4dea-a896-a70dd6fef860,83b316f2-e6a9-4926-88de-3980bce28782,2,bf9d67d5-d050-4146-ad8a-a5aa22daa4fd,2024-01-02,8b52819c-b958-449f-a20d-7d24432ad55d
d7916521-a629-4e0b-bcac-2b6c8f582c94,3a1253c6-7683-4c1b-a1bb-eb47e6813932,2,80ddcf3f-f53b-4d42-97d9-6779acb174f2,2024-01-06,a69d418e-2f9d-4cc7-a1eb-43aea6dd2620
3df0b9a8-fe7a-4cde-ac98-f88ee2fae31e,0029d27a-1821-4f48-8917-e90c3db616f4,2,68ccb088-93ed-4017-9fd8-1d011aecd9e9,2024-06-04,838ff83c-311e-477b-bf7f-d0ff81e4834a
b875db95-3185-400a-a62e-52dbe43addb9,54bb6674-f270-47a0-897d-d887dbc59058,5,0238a5c3-b109-4aa4-9eef-7583823bb299,2024-03-09,2b72f5d8-f297-4563-8a6b-5c808228eb3a
061dbf91-377b-406f-af7c-4c6dfee8f9f9,89e8326f-727c-499f-b013-a89dd51158d0,3,ae0c7690-26de-476d-81a4-2d4ce18fb36f,2024-04-27,a21aecc5-954b-4114-9cfc-df68bb8e33fd
3f860e89-73a3-4b61-b8d0-ca2f97475a85,baebfae5-6c72-4c9b-b876-7b214a3ab6d7,3,281a98eb-e3c3-4252-9a11-97af84eeafb9,2024-05-22,33d7a590-0188-46c2-b4d4-6c42ad5c73a6
751439fd-316a-4d38-a414-c9c623b907ee,2d154aff-e447-49c3-9466-a8d76f2ee86a,9,b96b2533-dffc-4fb1-b8ec-8899b4f8d43b,2024-07-25,a666a280-f6e3-4b28-8b07-4c4d644c86ec
defe5a2a-3cb9-4311-9342-c7303af5488f,41ab520d-8a1f-422b-add2-842137c736ed,7,24956f78-4d54-456a-9702-ecbc084a65a9,2024-07-07,9e0668f0-d625-4657-9733-cd5dfe8af818
663375ea-e187-4e28-a74f-1d3e66aa6b63,81643638-3652-4dde-bfea-1d324ceec18f,6,f3c37ce5-e08b-4eb1-96da-5bce71904c28,2024-04-20,abe3056b-adc5-4b13-b785-38da0f65beb3
5b2d2673-e85e-4acb-8e7a-3f5f364d82ef,9bce7f01-0971-403c-9e60-c0c1075809bc,3,a756f49f-421c-4b8d-ad78-3e287690a427,2024-02-03,6d70d3e3-4b03-4127-9576-eae8e40c0d3a
1066671a-470c-4201-8bdc-19f5de058176,6ea97d8e-e27e-41be-8f6d-4feb07190b35,10,b144f740-dbb4-485c-a731-d22506be1005,2024-04-18,1a0db14e-cbaf-4bea-95dd-8a6dce1959fd
6aba198f-3196-4d24-8f54-ab34aa4c548a,5871174a-484c-42cf-9bd7-d61586b6f64e,4,24ac31c4-fb1c-4f65-bdc1-8c0f38c91b71,2024-01-19,49854a83-3813-4a94-990d-2db485062fbd
169146a3-4361-438d-b908-a6994e0e4e6b,2bb00a26-0239-4f0d-8124-b7fcf57ac657,7,cc0857c4-6400-45f8-ac2f-4c534927a067,2024-05-22,d2f7f1c0-58a8-4888-84b7-8c6cdf1073c2
2b4d933c-c971-486b-ab54-5cf84cb49a40,a3817aea-acc3-4f3c-aaea-7028a2ec1e1b,10,7bb935ad-c51f-4530-b821-77aefdef9ec3,2024-06-29,a40af57e-50fe-4e97-9514-50f510465290
dcd9f357-9c58-402c-90b8-1d67f68122a6,96eaae05-346f-4e04-ab04-d687f49a7d5e,2,7b924b57-bb8c-49b1-a62d-5da4972d1b4b,2024-07-17,d6d1813c-ef16-4c25-a7ee-d19db9f1205e
16303870-9ce8-4b7b-81c8-6f29a6fb05c8,fdbe2f2e-67b7-4e74-b7e1-b0ba72323e6e,5,a753ce67-17a1-420e-a6a3-e675bd3ea501,2024-02-17,54ffac17-6c16-4aef-82d4-3cc578117c6b
f4c253bb-8baa-4f61-a01a-4549c203acba,2a5e76c2-3afa-48b0-b831-6cced8a379d0,6,07b6511d-9799-4d3c-91e2-1279c62af868,2024-06-20,c4ccee0a-b5a3-4882-856a-25e8f801e717
19e4eb26-3128-4b12-ac5d-01a10111244d,a764a7a4-5528-496e-8d86-2e5a301d938c,3,874ae981-06df-49b5-8d95-21ff3c4471a9,2024-06-21,802097bf-c5e6-4cfd-8113-d38306d1d4be
23fb0c48-884f-494a-9969-9feabb94da85,a8c76df0-b0b8-4915-9e7e-03641df79167,1,6c62d804-d543-41e7-b208-87b9f545a279,2024-02-23,4c6ddd77-297b-44ee-ac2f-96f5e2a6751d
85996625-f6f9-4cea-b327-dff6949b1bd8,2253e738-2370-46e3-9509-71d38b0b5207,3,779bb4fc-6beb-4928-be0c-ca88c73d646f,2024-01-30,5c806f48-7da3-4880-9801-238c40699014
d8901402-b33a-4852-bdfb-a28c909ad955,33e30029-5d3b-4cfb-8c04-868ea68fda27,9,36f83dc5-6271-4069-8327-14701005cc7b,2024-05-04,e08b4921-cbc7-4149-a506-635629c3129d
71bac287-f123-4535-9cf6-aec2787a99de,f8fb7144-7f86-40ae-850b-e09249cc3470,8,e45abc2a-f8b0-4fd9-80b3-d8063211d8a5,2024-07-24,8c1e9f75-2b14-4bb4-8998-1721268e9b72
8a1964b9-6f28-4e74-86fb-62ee34f1b0e0,7f6ebd2b-f0c1-4f01-a8fd-edcd8652a878,6,3c8549e4-0cc6-45f8-8934-8c65560eb969,2024-06-17,563a3f30-de3f-446e-a822-5185e096e3b0
1175e3c2-1ed6-41bb-b77b-914a0d8aabc5,0d1fafef-c752-4f34-a75b-b4ec534277dd,7,17986aa4-531d-4651-ba57-e72b0f39aff6,2024-06-29,b79bd9a7-f86d-4166-a8d7-4e656c46e37f
f7addb14-ca82-4bea-9fed-97594467470a,7d9d6df3-9f6c-4745-a68c-3b77de5e70bc,8,120401ad-c0e4-478b-b037-631011bf5830,2024-04-25,ef7aeeca-cb35-44d3-a362-189b3738fce6
484c8adb-8c9b-46e2-aa75-ba640fc6671d,c736e496-5014-4eea-a9e1-5bbbb74ddac8,9,7230a08d-3499-417a-b4e8-2454dd4f6f86,2024-02-22,684bd09b-95bd-4a2b-bded-63e0b56a5740
dd805402-a96e-43f9-b0d8-b43c528e799f,5e6ea1d9-96fa-4d52-abf4-4e95e5396cd6,6,e0fc1124-9eca-4da3-807c-704ca3008660,2024-02-29,be9825e1-5819-41ac-ac77-d200b64a99c0
905ec5c1-4161-4bb9-9f1b-c8c0a3830125,89344a10-0363-466a-a84d-b8ff267202d4,7,a6b482d7-17be-4cc5-b026-87e98454f9e2,2024-06-29,137f63cd-3d35-4e7d-a25e-68895644ef3b
0549f618-ce87-463a-a80c-af7fcb33585c,04609ad1-531e-48c7-b23c-034d43d72ae0,6,a6827b63-9fa8-45f7-aad3-f1ee82ac3b2c,2024-05-16,f880206d-34c4-46d5-a920-045d621fe84a
fbbfafec-5f3c-4c6f-86f7-d2a67a91c05c,fa252b5c-f167-4aa6-8ebb-aac249adeae7,4,7cf9a891-c5f5-44d0-9d9d-6d9022ba55ea,2024-03-21,d0155f2a-d2c1-421a-b623-f9c732a0bb68
8ebbfd45-f655-4a71-a861-415559042a8c,fd53966c-d632-4d22-93cb-5b9b15b454c8,4,cd4e14a5-8963-4217-9c12-19fe656765b6,2024-06-25,98b4b342-636f-4d1e-98af-d60cf4d4975d
8d09bd58-b049-479b-b622-70399aef577f,068bed81-f989-4b2f-8a65-d8e215588eac,6,1b84ecd5-2fba-433c-b5da-831bd67a0d0b,2024-06-09,e3e1f838-7674-4e41-9d53-5e17d3ccf8ae
5075a426-6fe7-43b8-b01e-b41eaa1f7e9d,257abecb-f05f-459d-9136-b0def92cc073,8,c90bcf2c-36ed-47da-831a-69ab7f67ce6d,2024-01-13,73bc3afe-4411-4626-983f-629d18a4b065
c337d053-d7e8-41e2-9d34-f5f82fd15d97,b72047d6-d696-4fbb-8347-c2e247238c1a,1,9675036f-8856-4d1c-aed5-e505fef2a048,2024-07-04,5b9ba3ba-7c5c-4f37-a701-ece7d9770556
47359ab9-842d-4e2c-a017-c8fb17ea8cb5,bae42054-1bcb-4368-8074-48836c3dc4c3,6,3471eb03-7666-45c2-8e90-525d1e179086,2024-02-09,8d2185fd-e5a4-4cdd-8617-03e7a22e6eea
229536f6-6175-4779-ad02-423a9b48010a,9e5de66e-004d-4d18-a5e7-f1fdb3ad1ab5,3,b384bb68-c631-4517-ac9a-34d5bb74575c,2024-06-05,6be5e727-fc6e-4505-98f8-dc4736676d79
d1fa3d38-2529-4aeb-9ba5-31fc9e48ba46,ac6aa7ef-e7eb-4d0b-a708-36837f699fa0,6,047d2795-39ea-4b25-b371-ac91afa269e8,2024-02-07,5a4f15bb-a110-4092-be70-294dbf04cbe1
946972c9-498c-45c7-a9bc-f4edc78e3a07,810e679f-8afa-4bb9-8ae1-0b9dd833750e,9,3f89b1de-95b2-4b66-9b2b-8dbc84a4e286,2024-07-18,fd0c309f-1ac2-41df-bd81-a54ce2d1ab36
10f2d662-5c53-4d5f-ac55-6f865c4e0fc8,7b7e4f56-aff7-4b0b-8975-acccedf21a86,9,1cd6a0b5-bc60-4e36-bae3-bacc9a4b4d69,2024-05-14,ca7c3bdc-6e81-4062-8f0a-f13fba1b669c
fd6443e9-4124-46b8-99d0-db1a10f6961d,11625d19-ac6d-43c3-b50d-ffacb229ec2a,6,111aca9f-b31f-4c62-addb-fdc1ed3f2c78,2024-04-04,d510a68b-bdd5-41c4-a979-4c66847abe75
342aa295-c84f-46c5-a5d6-9088304f7029,3e36296a-4bde-49e6-9328-05ee9c24fc20,7,0a5d448d-8012-4bbe-b27f-b6ec32cc2077,2024-05-06,962b6907-9ad3-490c-a003-93444be110c5
35a8b134-22b7-477f-8ed4-da4d84ab58c3,5664adbe-565b-4316-a307-889d88a2b5cb,2,39b47ec1-45d6-46fa-9de4-9fb8186b738f,2024-02-12,85896d4d-e5c1-4ea3-9a23-2da0d9a88f40
8e267f8a-7875-4033-b73f-80391b5b6135,e793e2b4-e4f4-49a4-97c4-2e0ca5800b1b,6,0275db60-805a-47e7-8102-9c5951bf214f,2024-03-30,575e9cc8-e8b5-422a-bc08-77d82e33385a
17a83556-1d2b-4642-a48c-5e150d201b55,6a3d8869-57d3-4150-a90c-1e932fc6fdfa,2,591088e5-8b07-41fb-a3db-fa3b13507635,2024-03-19,e0597362-759b-4d5a-bd27-b5be5804a517
c3f4380e-d001-4a2d-8a60-43b6b86cd260,1ac9c003-6756-4274-9959-28a781de5fee,4,2c4cd8ac-8f81-4106-af73-d42bbbddb010,2024-05-05,7a52ad52-7aff-4a05-bd33-42f2303c4b6c
3afa7f46-d1c8-4b30-98e0-c706b1a15d3f,a27fc0b2-342b-4d41-8bad-c3471fc88655,9,1ebbfe21-de70-4f0d-a9c1-1164601b84b8,2024-05-14,1aefc513-a91d-4c37-a804-465c6d1aa945
76f22061-f519-426b-b490-2b653f835da6,83be7a2f-7a9a-434e-98ac-0749249d2f01,3,b8955eb0-f546-4865-b750-8e200ea9bd3f,2024-07-25,7cf06631-e07d-42ff-8fab-c656da7364b1
193a6bdf-b05e-443d-b35e-0c1c40c0a3b3,55f829ba-e3b3-4e25-814b-be014194a748,10,b29027b8-7965-4d4d-ae65-cf2ff8bc1dda,2024-02-05,eff6c7a2-87e6-4f0e-ab0d-fb6fb22fed80
557589ea-ec14-4843-a9d9-3e16f1dfa12a,061b5ef5-cacf-413d-b080-a6636b9ac9b7,4,ee80bbef-8a53-440e-8361-4d4932ff6b61,2024-07-17,8a590dd5-29a5-402b-911b-2ea8ff576a5c
6bf2636e-dce4-41ea-95bc-dc76d3639f24,e2ebe1c5-d97a-465b-ad3f-7b08d0d943d7,2,13a3d85b-91a8-4158-b142-d17b82a57bf8,2024-06-18,25873f7b-ab16-48b2-a742-fafc75cca9ec
063abfe0-e3d4-4e8c-acc7-bc36be9ac758,e4d0a767-fa6f-4254-b2dc-97c933818f0e,6,2e1b4a88-db51-4c10-ab9b-3e8a1ec0967c,2024-02-01,3ae7203d-6e54-49fb-8b12-6523a6390936
c47b8586-3375-4f00-8445-8008b7f35801,3e4839f8-1648-483a-a50f-58adfb0b6d75,10,69495c0d-b4c1-43b4-8cfa-f80909bf27d0,2024-05-29,ddca83a7-f8ef-415f-a724-75f6b7ddc400
4b42f983-bf02-4158-99cf-b6f62a38612d,8b5f4a80-4cf7-4294-9fc0-4fcb9f1174e1,1,a9e6831b-9769-45b1-8be9-70f41c50e10e,2024-01-19,5f50743b-2adb-446c-81c1-21b69b7ee73d
8e1ab842-0348-4e84-96ce-fb55bf153f7b,f9c739b5-4214-42d1-a9fc-89a4e859fe6f,6,80008a9a-7ccb-4e76-a7aa-012954de4a6a,2024-07-12,88a08eb2-8cd5-4eea-a8bf-528246d6b6c5
